sentence,tokens,labels
It is an offence under the Fraud Act 2006 ( section 7 ) to create or use a COA in the sale of an autograph or similar item .,"['It' 'is' 'an' 'offence' 'under' 'the' 'Fraud' 'Act' '2006' '(' 'section'
 '7' ')' 'to' 'create' 'or' 'use' 'a' 'COA' 'in' 'the' 'sale' 'of' 'an'
 'autograph' 'or' 'similar' 'item' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"In this period he also worked under Wyatt in the repair to St Michael 's Church , Coventry ( now St Michael 's Cathedral ) in 1794 and the rebuilding of Plas Newydd , Anglesey for the 1st Marquess of Anglesey .","['In' 'this' 'period' 'he' 'also' 'worked' 'under' 'Wyatt' 'in' 'the'
 'repair' 'to' 'St' 'Michael' ""'s"" 'Church' ',' 'Coventry' '(' 'now' 'St'
 'Michael' ""'s"" 'Cathedral' ')' 'in' '1794' 'and' 'the' 'rebuilding' 'of'
 'Plas' 'Newydd' ',' 'Anglesey' 'for' 'the' '1st' 'Marquess' 'of'
 'Anglesey' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
"The mountains comprise Mount Braun to the northwest , Balan Ridge to the north and Landers Peaks to the northeast , and the ridge of Mount Kliment Ohridski to the south .","['The' 'mountains' 'comprise' 'Mount' 'Braun' 'to' 'the' 'northwest' ','
 'Balan' 'Ridge' 'to' 'the' 'north' 'and' 'Landers' 'Peaks' 'to' 'the'
 'northeast' ',' 'and' 'the' 'ridge' 'of' 'Mount' 'Kliment' 'Ohridski'
 'to' 'the' 'south' '.']",[0 0 0 1 2 0 0 0 0 1 2 0 0 0 0 1 2 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0]
This name appears on the Stadler Regio-Shuttle RS1 diesel railcars which have since been introduced .,"['This' 'name' 'appears' 'on' 'the' 'Stadler' 'Regio-Shuttle' 'RS1'
 'diesel' 'railcars' 'which' 'have' 'since' 'been' 'introduced' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"for deposits from source vents , making them younger than Mazama Ash deposits .","['for' 'deposits' 'from' 'source' 'vents' ',' 'making' 'them' 'younger'
 'than' 'Mazama' 'Ash' 'deposits' '.']",[0 0 0 0 0 0 0 0 0 0 1 0 0 0]
"The Sierra de Gata is located in the northwest of the province of Cáceres , which is in the autonomous community of Extremadura .","['The' 'Sierra' 'de' 'Gata' 'is' 'located' 'in' 'the' 'northwest' 'of'
 'the' 'province' 'of' 'Cáceres' ',' 'which' 'is' 'in' 'the' 'autonomous'
 'community' 'of' 'Extremadura' '.']",[0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
It was designed and developed by the German aircraft engineer Franz Kruckenberg in 1929 .,"['It' 'was' 'designed' 'and' 'developed' 'by' 'the' 'German' 'aircraft'
 'engineer' 'Franz' 'Kruckenberg' 'in' '1929' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"While trekking through the Himalayas, I caught a glimpse of the majestic Molamenqing mountain towering above the surrounding landscape.","['While' 'trekking' 'through' 'the' 'Himalayas' ',' 'I' 'caught' 'a'
 'glimpse' 'of' 'the' 'majestic' 'Molamenqing' 'mountain' 'towering'
 'above' 'the' 'surrounding' 'landscape' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
The original Treaty on Conventional Armed Forces in Europe ( CFE ) was negotiated and concluded during the last years of the Cold War and established comprehensive limits on key categories of conventional military equipment in Europe ( from the Atlantic to the Urals ) and mandated the destruction of excess weaponry .,"['The' 'original' 'Treaty' 'on' 'Conventional' 'Armed' 'Forces' 'in'
 'Europe' '(' 'CFE' ')' 'was' 'negotiated' 'and' 'concluded' 'during'
 'the' 'last' 'years' 'of' 'the' 'Cold' 'War' 'and' 'established'
 'comprehensive' 'limits' 'on' 'key' 'categories' 'of' 'conventional'
 'military' 'equipment' 'in' 'Europe' '(' 'from' 'the' 'Atlantic' 'to'
 'the' 'Urals' ')' 'and' 'mandated' 'the' 'destruction' 'of' 'excess'
 'weaponry' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]"
Lingerie football league come on tonight,['Lingerie' 'football' 'league' 'come' 'on' 'tonight'],[0 0 0 0 0 0]
"Nuptse, the third-highest peak in the Himalayas, is known for its dramatic ridges and steep rock faces.","['Nuptse' ',' 'the' 'third' '-' 'highest' 'peak' 'in' 'the' 'Himalayas'
 ',' 'is' 'known' 'for' 'its' 'dramatic' 'ridges' 'and' 'steep' 'rock'
 'faces' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
Today Shellal has a small port where boats depart to the near Philae temple and has a small market where the shopkeepers wait for the tourists returning from the temple .,"['Today' 'Shellal' 'has' 'a' 'small' 'port' 'where' 'boats' 'depart' 'to'
 'the' 'near' 'Philae' 'temple' 'and' 'has' 'a' 'small' 'market' 'where'
 'the' 'shopkeepers' 'wait' 'for' 'the' 'tourists' 'returning' 'from'
 'the' 'temple' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"Gongga Shan, located in the Sichuan Province of China, is the highest peak in the Hengduan Mountains and is known for its challenging climbing routes. The remote location of Gongga Shan makes it difficult for rescue teams to access in emergency situations, highlighting the importance of being well-prepared for expeditions to the mountain. In 2019, a team of scientists conducted a study on the unique ecosystem of Gongga Shan, discovering several new species of plants and insects that are found nowhere else on Earth.","['Gongga' 'Shan' ',' 'located' 'in' 'the' 'Sichuan' 'Province' 'of'
 'China' ',' 'is' 'the' 'highest' 'peak' 'in' 'the' 'Hengduan' 'Mountains'
 'and' 'is' 'known' 'for' 'its' 'challenging' 'climbing' 'routes' '.'
 'The' 'remote' 'location' 'of' 'Gongga' 'Shan' 'makes' 'it' 'difficult'
 'for' 'rescue' 'teams' 'to' 'access' 'in' 'emergency' 'situations' ','
 'highlighting' 'the' 'importance' 'of' 'being' 'well' '-' 'prepared'
 'for' 'expeditions' 'to' 'the' 'mountain' '.' 'In' '2019' ',' 'a' 'team'
 'of' 'scientists' 'conducted' 'a' 'study' 'on' 'the' 'unique' 'ecosystem'
 'of' 'Gongga' 'Shan' ',' 'discovering' 'several' 'new' 'species' 'of'
 'plants' 'and' 'insects' 'that' 'are' 'found' 'nowhere' 'else' 'on'
 'Earth' '.']","[1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"The show , which had the audience sitting ten feet away from the actors on stage ( who were socially distanced themselves ) required that every audience member wear a facial covering for the duration of the performance .","['The' 'show' ',' 'which' 'had' 'the' 'audience' 'sitting' 'ten' 'feet'
 'away' 'from' 'the' 'actors' 'on' 'stage' '(' 'who' 'were' 'socially'
 'distanced' 'themselves' ')' 'required' 'that' 'every' 'audience'
 'member' 'wear' 'a' 'facial' 'covering' 'for' 'the' 'duration' 'of' 'the'
 'performance' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
"High and rocky towards the centre of the Lake District , the Southern Fells progressively take on a moorland character toward the south west .","['High' 'and' 'rocky' 'towards' 'the' 'centre' 'of' 'the' 'Lake'
 'District' ',' 'the' 'Southern' 'Fells' 'progressively' 'take' 'on' 'a'
 'moorland' 'character' 'toward' 'the' 'south' 'west' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0]
He then spent a single season with the Newark Skeeters in the Skeeters ’ first season in the ASL .,"['He' 'then' 'spent' 'a' 'single' 'season' 'with' 'the' 'Newark'
 'Skeeters' 'in' 'the' 'Skeeters' '’' 'first' 'season' 'in' 'the' 'ASL'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"The Wetterhorn ( 3,692 m ) is a peak in the Swiss Alps towering above the village of Grindelwald .","['The' 'Wetterhorn' '(' '3,692' 'm' ')' 'is' 'a' 'peak' 'in' 'the' 'Swiss'
 'Alps' 'towering' 'above' 'the' 'village' 'of' 'Grindelwald' '.']",[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
It is situated between two prominent hills : Caer Caradoc to the south and The Lawley to the north .,"['It' 'is' 'situated' 'between' 'two' 'prominent' 'hills' ':' 'Caer'
 'Caradoc' 'to' 'the' 'south' 'and' 'The' 'Lawley' 'to' 'the' 'north' '.']",[0 0 0 0 0 0 0 0 1 2 0 0 0 0 1 2 0 0 0 0]
The range was named after the Fiemme Valley ( Italian : `` Val di Fiemme `` ; German : `` Fleimstal `` ) .,"['The' 'range' 'was' 'named' 'after' 'the' 'Fiemme' 'Valley' '(' 'Italian'
 ':' '``' 'Val' 'di' 'Fiemme' '``' ';' 'German' ':' '``' 'Fleimstal' '``'
 ')' '.']",[0 0 0 0 0 0 1 2 0 0 0 0 1 2 2 0 0 0 0 0 1 0 0 0]
"Black Mountain , also known as Mount Day , is a mountain in the Diablo Range of eastern Santa Clara County , California , east of Poverty Ridge and Arroyo Hondo , and about from Milpitas .","['Black' 'Mountain' ',' 'also' 'known' 'as' 'Mount' 'Day' ',' 'is' 'a'
 'mountain' 'in' 'the' 'Diablo' 'Range' 'of' 'eastern' 'Santa' 'Clara'
 'County' ',' 'California' ',' 'east' 'of' 'Poverty' 'Ridge' 'and'
 'Arroyo' 'Hondo' ',' 'and' 'about' 'from' 'Milpitas' '.']",[1 2 0 0 0 0 1 2 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0]
"Morgan also wrote the pastoral comedy `` The Sheep-Shearing or Florizel and Perdita `` , which premiered in Dublin in 1747 at the Smock Alley Theatre and was subsequently revived at Covent Garden in 1754 .","['Morgan' 'also' 'wrote' 'the' 'pastoral' 'comedy' '``' 'The'
 'Sheep-Shearing' 'or' 'Florizel' 'and' 'Perdita' '``' ',' 'which'
 'premiered' 'in' 'Dublin' 'in' '1747' 'at' 'the' 'Smock' 'Alley'
 'Theatre' 'and' 'was' 'subsequently' 'revived' 'at' 'Covent' 'Garden'
 'in' '1754' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
Mount Logan ( ) is located in North Cascades National Park in the U.S. state of Washington .,"['Mount' 'Logan' '(' ')' 'is' 'located' 'in' 'North' 'Cascades' 'National'
 'Park' 'in' 'the' 'U.S.' 'state' 'of' 'Washington' '.']",[1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"Additionally , there are a pair of four-hour endurance races at Daytona International Speedway and Laguna Seca .","['Additionally' ',' 'there' 'are' 'a' 'pair' 'of' 'four-hour' 'endurance'
 'races' 'at' 'Daytona' 'International' 'Speedway' 'and' 'Laguna' 'Seca'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
Who loves Friday At the gym now Excited for weekend plans,"['Who' 'loves' 'Friday' 'At' 'the' 'gym' 'now' 'Excited' 'for' 'weekend'
 'plans']",[0 0 0 0 0 0 0 0 0 0 0]
"Special guests include Captain Ian McNaught , Commodore Ronald Warwick , Maritime Historian Chris Frame and QE2 Social Hostess Maureen Ryan .","['Special' 'guests' 'include' 'Captain' 'Ian' 'McNaught' ',' 'Commodore'
 'Ronald' 'Warwick' ',' 'Maritime' 'Historian' 'Chris' 'Frame' 'and' 'QE2'
 'Social' 'Hostess' 'Maureen' 'Ryan' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
Schmid called `` Halt ! '',"['Schmid' 'called' '``' 'Halt' '!' ""''""]",[0 0 0 0 0 0]
"Jeff Probst ( born November 4 , 1961 ) is an American reality show host and an executive producer .","['Jeff' 'Probst' '(' 'born' 'November' '4' ',' '1961' ')' 'is' 'an'
 'American' 'reality' 'show' 'host' 'and' 'an' 'executive' 'producer' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
In 1973 he began his collaboration with director Alan Parker .,"['In' '1973' 'he' 'began' 'his' 'collaboration' 'with' 'director' 'Alan'
 'Parker' '.']",[0 0 0 0 0 0 0 0 0 0 0]
"famous people looking at there followers going up in 100s and thousands , me looking at my couple a day","['famous' 'people' 'looking' 'at' 'there' 'followers' 'going' 'up' 'in'
 '100s' 'and' 'thousands' ',' 'me' 'looking' 'at' 'my' 'couple' 'a' 'day']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"Bandar Sunway is connected to the cities of Kuala Lumpur , Shah Alam , Petaling Jaya and Klang via a network of highways , namely the Federal Highway , the Shah Alam Expressway ( KESAS ) , the New Klang Valley Expressway ( NKVE ) , the New Pantai Expressway ( NPE ) , the North–South Expressway Central Link ( ELITE ) and the Damansara–Puchong Expressway ( LDP ) .","['Bandar' 'Sunway' 'is' 'connected' 'to' 'the' 'cities' 'of' 'Kuala'
 'Lumpur' ',' 'Shah' 'Alam' ',' 'Petaling' 'Jaya' 'and' 'Klang' 'via' 'a'
 'network' 'of' 'highways' ',' 'namely' 'the' 'Federal' 'Highway' ','
 'the' 'Shah' 'Alam' 'Expressway' '(' 'KESAS' ')' ',' 'the' 'New' 'Klang'
 'Valley' 'Expressway' '(' 'NKVE' ')' ',' 'the' 'New' 'Pantai'
 'Expressway' '(' 'NPE' ')' ',' 'the' 'North–South' 'Expressway' 'Central'
 'Link' '(' 'ELITE' ')' 'and' 'the' 'Damansara–Puchong' 'Expressway' '('
 'LDP' ')' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"A settlement was reached with these franchisees in 2014 , but terms of the settlement were not made public .","['A' 'settlement' 'was' 'reached' 'with' 'these' 'franchisees' 'in' '2014'
 ',' 'but' 'terms' 'of' 'the' 'settlement' 'were' 'not' 'made' 'public'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"Apart from some hills downstream ( east and north-east ) of Colenso ( including the peaks of Hlangwane and Monte Cristo ) , the land the south of the river was relatively flat .","['Apart' 'from' 'some' 'hills' 'downstream' '(' 'east' 'and' 'north-east'
 ')' 'of' 'Colenso' '(' 'including' 'the' 'peaks' 'of' 'Hlangwane' 'and'
 'Monte' 'Cristo' ')' ',' 'the' 'land' 'the' 'south' 'of' 'the' 'river'
 'was' 'relatively' 'flat' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0]
"The chateau was designed by noted architect Bruce Price ( of the Château Frontenac ) for Francis Robert Schell , a New York capitalist attracted by his interest in Dwight Lyman Moody 's work at the nearby Northfield Seminary and Mount Hermon School .","['The' 'chateau' 'was' 'designed' 'by' 'noted' 'architect' 'Bruce' 'Price'
 '(' 'of' 'the' 'Château' 'Frontenac' ')' 'for' 'Francis' 'Robert'
 'Schell' ',' 'a' 'New' 'York' 'capitalist' 'attracted' 'by' 'his'
 'interest' 'in' 'Dwight' 'Lyman' 'Moody' ""'s"" 'work' 'at' 'the' 'nearby'
 'Northfield' 'Seminary' 'and' 'Mount' 'Hermon' 'School' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
Anzac Peak is a volcano on the Laurens Peninsula of Heard Island in the Southern Ocean .,"['Anzac' 'Peak' 'is' 'a' 'volcano' 'on' 'the' 'Laurens' 'Peninsula' 'of'
 'Heard' 'Island' 'in' 'the' 'Southern' 'Ocean' '.']",[1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
The last six spots were selected by fan voting .,['The' 'last' 'six' 'spots' 'were' 'selected' 'by' 'fan' 'voting' '.'],[0 0 0 0 0 0 0 0 0 0]
"The first of the name recorded in Scotland is Henricus Byset , who witnessed a charter by William the Lion granted before 1198 .","['The' 'first' 'of' 'the' 'name' 'recorded' 'in' 'Scotland' 'is'
 'Henricus' 'Byset' ',' 'who' 'witnessed' 'a' 'charter' 'by' 'William'
 'the' 'Lion' 'granted' 'before' '1198' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"The show was created and manufactured by inventor Aaron Fechter , creator of Whac-A-Mole , through his company Creative Engineering , Inc . in Orlando , Florida ; in addition to overseeing the production of the animatronics , Fechter also provided the voices for several characters .","['The' 'show' 'was' 'created' 'and' 'manufactured' 'by' 'inventor' 'Aaron'
 'Fechter' ',' 'creator' 'of' 'Whac-A-Mole' ',' 'through' 'his' 'company'
 'Creative' 'Engineering' ',' 'Inc' '.' 'in' 'Orlando' ',' 'Florida' ';'
 'in' 'addition' 'to' 'overseeing' 'the' 'production' 'of' 'the'
 'animatronics' ',' 'Fechter' 'also' 'provided' 'the' 'voices' 'for'
 'several' 'characters' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
"He was the coach of the Indian men 's team in the 2004 Olympics in Athens , Test series against Pakistan / Spain / France and the Champions Trophy held the same year in Lahore .","['He' 'was' 'the' 'coach' 'of' 'the' 'Indian' 'men' ""'s"" 'team' 'in' 'the'
 '2004' 'Olympics' 'in' 'Athens' ',' 'Test' 'series' 'against' 'Pakistan'
 '/' 'Spain' '/' 'France' 'and' 'the' 'Champions' 'Trophy' 'held' 'the'
 'same' 'year' 'in' 'Lahore' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"At the beginning of the 1970s , the possibility of making Dodesheide the location of the planned University of Osnabrück was discussed ; in the end , however , the district of Westerberg was chosen .","['At' 'the' 'beginning' 'of' 'the' '1970s' ',' 'the' 'possibility' 'of'
 'making' 'Dodesheide' 'the' 'location' 'of' 'the' 'planned' 'University'
 'of' 'Osnabrück' 'was' 'discussed' ';' 'in' 'the' 'end' ',' 'however' ','
 'the' 'district' 'of' 'Westerberg' 'was' 'chosen' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
The CM-11 Brave Tiger ( ) is a Main Battle Tank ( MBT ) that was developed by both the American General Dynamics and the Republic of China Army Armored Vehicle Development Center It was introduced to the public on 14 April 1990 .,"['The' 'CM-11' 'Brave' 'Tiger' '(' ')' 'is' 'a' 'Main' 'Battle' 'Tank' '('
 'MBT' ')' 'that' 'was' 'developed' 'by' 'both' 'the' 'American' 'General'
 'Dynamics' 'and' 'the' 'Republic' 'of' 'China' 'Army' 'Armored' 'Vehicle'
 'Development' 'Center' 'It' 'was' 'introduced' 'to' 'the' 'public' 'on'
 '14' 'April' '1990' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
Parallax measurements put it at a distance of from Earth .,"['Parallax' 'measurements' 'put' 'it' 'at' 'a' 'distance' 'of' 'from'
 'Earth' '.']",[0 0 0 0 0 0 0 0 0 0 0]
"The seat was replaced by Barons Court at the 1955 election , and she was defeated , but she regained the seat at the 1958 election .","['The' 'seat' 'was' 'replaced' 'by' 'Barons' 'Court' 'at' 'the' '1955'
 'election' ',' 'and' 'she' 'was' 'defeated' ',' 'but' 'she' 'regained'
 'the' 'seat' 'at' 'the' '1958' 'election' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
Velika Jastrebica ( trans .,['Velika' 'Jastrebica' '(' 'trans' '.'],[1 2 0 0 0]
"ESPN , Inc . had exclusive television rights to all of the NIT Games .","['ESPN' ',' 'Inc' '.' 'had' 'exclusive' 'television' 'rights' 'to' 'all'
 'of' 'the' 'NIT' 'Games' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"The Games Record at the start of the event was 2:14.11 by Singapore 's TAO Li swum at the 2005 SEA Games ( on December 3 , 2005 ) .","['The' 'Games' 'Record' 'at' 'the' 'start' 'of' 'the' 'event' 'was'
 '2:14.11' 'by' 'Singapore' ""'s"" 'TAO' 'Li' 'swum' 'at' 'the' '2005' 'SEA'
 'Games' '(' 'on' 'December' '3' ',' '2005' ')' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
The gun carriage for the prototypes was that of the 5 cm Pak 38 or the `` Sonderlafette '' V1 .,"['The' 'gun' 'carriage' 'for' 'the' 'prototypes' 'was' 'that' 'of' 'the'
 '5' 'cm' 'Pak' '38' 'or' 'the' '``' 'Sonderlafette' ""''"" 'V1' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"The franchise was previously known as the York IceCats until a move to St. Catharines , Ontario , Canada in 2005 .","['The' 'franchise' 'was' 'previously' 'known' 'as' 'the' 'York' 'IceCats'
 'until' 'a' 'move' 'to' 'St.' 'Catharines' ',' 'Ontario' ',' 'Canada'
 'in' '2005' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"Delmonico steak refers to a method of preparation from one of several cuts of beef ( typically the rib cut ) prepared Delmonico style , originally from the mid-19th century .","['Delmonico' 'steak' 'refers' 'to' 'a' 'method' 'of' 'preparation' 'from'
 'one' 'of' 'several' 'cuts' 'of' 'beef' '(' 'typically' 'the' 'rib' 'cut'
 ')' 'prepared' 'Delmonico' 'style' ',' 'originally' 'from' 'the'
 'mid-19th' 'century' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"Montara State Marine Reserve & amp ; Pillar Point State Marine Conservation Area extend offshore from Montara , just south of Gray Whale Cove .","['Montara' 'State' 'Marine' 'Reserve' '&' 'amp' ';' 'Pillar' 'Point'
 'State' 'Marine' 'Conservation' 'Area' 'extend' 'offshore' 'from'
 'Montara' ',' 'just' 'south' 'of' 'Gray' 'Whale' 'Cove' '.']",[1 2 2 2 2 2 0 1 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0]
The tops of Dovrefjell and Jotunheimen and other parts of southern Norway are the few remnants of a formerly flat surface that existed in Norway prior to uplift .,"['The' 'tops' 'of' 'Dovrefjell' 'and' 'Jotunheimen' 'and' 'other' 'parts'
 'of' 'southern' 'Norway' 'are' 'the' 'few' 'remnants' 'of' 'a' 'formerly'
 'flat' 'surface' 'that' 'existed' 'in' 'Norway' 'prior' 'to' 'uplift' '.']",[0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
The Birmingham Back to Backs are the last surviving court of back to back houses in the city .,"['The' 'Birmingham' 'Back' 'to' 'Backs' 'are' 'the' 'last' 'surviving'
 'court' 'of' 'back' 'to' 'back' 'houses' 'in' 'the' 'city' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"Airport management favoured the third option , claiming that it would have eased pressure on the A4232 and provide better access from South West Wales , the South Wales Valleys and Mid Wales , but in June 2009 , the National Assembly for Wales announced that the plans for any new road would be dropped in favour of increased public transport frequency by rail and bus .","['Airport' 'management' 'favoured' 'the' 'third' 'option' ',' 'claiming'
 'that' 'it' 'would' 'have' 'eased' 'pressure' 'on' 'the' 'A4232' 'and'
 'provide' 'better' 'access' 'from' 'South' 'West' 'Wales' ',' 'the'
 'South' 'Wales' 'Valleys' 'and' 'Mid' 'Wales' ',' 'but' 'in' 'June'
 '2009' ',' 'the' 'National' 'Assembly' 'for' 'Wales' 'announced' 'that'
 'the' 'plans' 'for' 'any' 'new' 'road' 'would' 'be' 'dropped' 'in'
 'favour' 'of' 'increased' 'public' 'transport' 'frequency' 'by' 'rail'
 'and' 'bus' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 1 2 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
